time,vehicle,lane,pos,speed,leader,lagger,left_leader,left_lagger,right_leader,right_lagger,following_light
306,16,0,742,21,15,null,null,null,14,null,3
307,5,1,2040,0,null,7,null,4,null,null,5
307,4,0,2040,0,null,6,null,null,5,7,5
307,6,0,2025,0,4,9,null,null,5,7,null
307,7,1,2025,0,5,8,6,9,null,null,null
307,9,0,2010,0,6,10,null,null,7,8,null
307,8,1,2010,0,7,11,9,10,null,null,null
307,11,1,1995,0,8,13,9,10,null,null,null
307,10,0,1995,0,9,12,null,null,11,13,null
307,13,1,1980,0,11,14,10,12,null,null,null
307,12,0,1980,0,10,15,null,null,13,14,null
307,14,1,1965,0,13,null,12,15,null,null,null
307,15,0,1965,0,12,16,null,null,14,null,null
307,16,0,769,27,15,null,null,null,14,null,3
308,5,1,2040,0,null,7,null,4,null,null,5
308,4,0,2040,0,null,6,null,null,5,7,5
308,6,0,2025,0,4,9,null,null,5,7,null
308,7,1,2025,0,5,8,6,9,null,null,null
308,9,0,2010,0,6,10,null,null,7,8,null
308,8,1,2010,0,7,11,9,10,null,null,null
308,11,1,1995,0,8,13,9,10,null,null,null
308,10,0,1995,0,9,12,null,null,11,13,null
308,13,1,1980,0,11,14,10,12,null,null,null
308,12,0,1980,0,10,15,null,null,13,14,null
308,14,1,1965,0,13,null,12,15,null,null,null
308,15,0,1965,0,12,16,null,null,14,null,null
308,16,0,793,24,15,null,null,null,14,null,3
309,5,1,2040,0,null,7,null,4,null,null,5
309,4,0,2040,0,null,6,null,null,5,7,5
309,6,0,2025,0,4,9,null,null,5,7,null
309,7,1,2025,0,5,8,6,9,null,null,null
309,9,0,2010,0,6,10,null,null,7,8,null
309,8,1,2010,0,7,11,9,10,null,null,null
309,11,1,1995,0,8,13,9,10,null,null,null
309,10,0,1995,0,9,12,null,null,11,13,null
309,13,1,1980,0,11,14,10,12,null,null,null
309,12,0,1980,0,10,15,null,null,13,14,null
309,14,1,1965,0,13,null,12,15,null,null,null
309,15,0,1965,0,12,16,null,null,14,null,null
309,16,0,823,30,15,null,null,null,14,null,3
310,5,1,2040,0,null,7,null,4,null,null,5
310,4,0,2040,0,null,6,null,null,5,7,5
310,6,0,2025,0,4,9,null,null,5,7,null
310,7,1,2025,0,5,8,6,9,null,null,null
310,9,0,2010,0,6,10,null,null,7,8,null
310,8,1,2010,0,7,11,9,10,null,null,null
310,11,1,1995,0,8,13,9,10,null,null,null
310,10,0,1995,0,9,12,null,null,11,13,null
310,13,1,1980,0,11,14,10,12,null,null,null
310,12,0,1980,0,10,15,null,null,13,14,null
310,14,1,1965,0,13,null,12,15,null,null,null
310,15,0,1965,0,12,16,null,null,14,null,null
310,16,0,850,27,15,null,null,null,14,null,3
311,5,1,2040,0,null,7,null,4,null,null,5
311,4,0,2040,0,null,6,null,null,5,7,5
311,6,0,2025,0,4,9,null,null,5,7,null
311,7,1,2025,0,5,8,6,9,null,null,null
311,9,0,2010,0,6,10,null,null,7,8,null
311,8,1,2010,0,7,11,9,10,null,null,null
311,11,1,1995,0,8,13,9,10,null,null,null
311,10,0,1995,0,9,12,null,null,11,13,null
311,13,1,1980,0,11,14,10,12,null,null,null
311,12,0,1980,0,10,15,null,null,13,14,null
311,14,1,1965,0,13,null,12,15,null,null,null
311,15,0,1965,0,12,16,null,null,14,null,null
311,16,0,883,33,15,null,null,null,14,null,3
312,5,1,2040,0,null,7,null,4,null,null,5
312,4,0,2040,0,null,6,null,null,5,7,5
312,6,0,2025,0,4,9,null,null,5,7,null
312,7,1,2025,0,5,8,6,9,null,null,null
312,9,0,2010,0,6,10,null,null,7,8,null
312,8,1,2010,0,7,11,9,10,null,null,null
312,11,1,1995,0,8,13,9,10,null,null,null
312,10,0,1995,0,9,12,null,null,11,13,null
312,13,1,1980,0,11,14,10,12,null,null,null
312,12,0,1980,0,10,15,null,null,13,14,null
312,14,1,1965,0,13,null,12,15,null,null,null
312,15,0,1965,0,12,16,null,null,14,null,null
312,16,0,922,39,15,null,null,null,14,null,3
313,5,1,2040,0,null,7,null,4,null,null,5
313,4,0,2040,0,null,6,null,null,5,7,5
313,6,0,2025,0,4,9,null,null,5,7,null
313,7,1,2025,0,5,8,6,9,null,null,null
313,9,0,2010,0,6,10,null,null,7,8,null
313,8,1,2010,0,7,11,9,10,null,null,null
313,11,1,1995,0,8,13,9,10,null,null,null
313,10,0,1995,0,9,12,null,null,11,13,null
313,13,1,1980,0,11,14,10,12,null,null,null
313,12,0,1980,0,10,15,null,null,13,14,null
313,14,1,1965,0,13,null,12,15,null,null,null
313,15,0,1965,0,12,16,null,null,14,null,null
313,16,0,962,40,15,null,null,null,14,null,3
314,5,1,2040,0,null,7,null,4,null,null,5
314,4,0,2040,0,null,6,null,null,5,7,5
314,6,0,2025,0,4,9,null,null,5,7,null
314,7,1,2025,0,5,8,6,9,null,null,null
314,9,0,2010,0,6,10,null,null,7,8,null
314,8,1,2010,0,7,11,9,10,null,null,null
314,11,1,1995,0,8,13,9,10,null,null,null
314,10,0,1995,0,9,12,null,null,11,13,null
314,13,1,1980,0,11,14,10,12,null,null,null
314,12,0,1980,0,10,15,null,null,13,14,null
314,14,1,1965,0,13,null,12,15,null,null,null
314,15,0,1965,0,12,16,null,null,14,null,null
314,16,0,1002,40,15,null,null,null,14,null,3
315,5,1,2040,0,null,7,null,4,null,null,5
315,4,0,2040,0,null,6,null,null,5,7,5
315,6,0,2025,0,4,9,null,null,5,7,null
315,7,1,2025,0,5,8,6,9,null,null,null
315,9,0,2010,0,6,10,null,null,7,8,null
315,8,1,2010,0,7,11,9,10,null,null,null
315,11,1,1995,0,8,13,9,10,null,null,null
315,10,0,1995,0,9,12,null,null,11,13,null
315,13,1,1980,0,11,14,10,12,null,null,null
315,12,0,1980,0,10,15,null,null,13,14,null
315,14,1,1965,0,13,null,12,15,null,null,null
315,15,0,1965,0,12,16,null,null,14,null,null
315,16,0,1042,40,15,null,null,null,14,null,3
316,5,1,2040,0,null,7,null,4,null,null,5
316,4,0,2040,0,null,6,null,null,5,7,5
316,6,0,2025,0,4,9,null,null,5,7,null
316,7,1,2025,0,5,8,6,9,null,null,null
316,9,0,2010,0,6,10,null,null,7,8,null
316,8,1,2010,0,7,11,9,10,null,null,null
316,11,1,1995,0,8,13,9,10,null,null,null
316,10,0,1995,0,9,12,null,null,11,13,null
316,13,1,1980,0,11,14,10,12,null,null,null
316,12,0,1980,0,10,15,null,null,13,14,null
316,14,1,1965,0,13,null,12,15,null,null,null
316,15,0,1965,0,12,16,null,null,14,null,null
316,16,0,1079,37,15,null,null,null,14,null,3
317,5,1,2046,6,null,7,null,4,null,null,null
317,4,0,2046,6,null,6,null,null,5,7,null
317,6,0,2025,0,4,9,null,null,5,7,5
317,7,1,2025,0,5,8,6,9,null,null,5
317,9,0,2010,0,6,10,null,null,7,8,null
317,8,1,2010,0,7,11,9,10,null,null,null
317,11,1,1995,0,8,13,9,10,null,null,null
317,10,0,1995,0,9,12,null,null,11,13,null
317,13,1,1980,0,11,14,10,12,null,null,null
317,12,0,1980,0,10,15,null,null,13,14,null
317,14,1,1965,0,13,null,12,15,null,null,null
317,15,0,1965,0,12,16,null,null,14,null,null
317,16,0,1119,40,15,null,null,null,14,null,3
318,5,1,2058,12,null,7,null,4,null,null,null
318,4,0,2049,3,null,6,null,null,5,7,null
318,6,0,2031,6,4,9,null,null,5,7,5
318,7,1,2031,6,5,8,6,9,null,null,5
318,9,0,2010,0,6,10,null,null,7,8,null
318,8,1,2010,0,7,11,9,10,null,null,null
318,11,1,1995,0,8,13,9,10,null,null,null
318,10,0,1995,0,9,12,null,null,11,13,null
318,13,1,1980,0,11,14,10,12,null,null,null
318,12,0,1980,0,10,15,null,null,13,14,null
318,14,1,1965,0,13,null,12,15,null,null,null
318,15,0,1965,0,12,16,null,null,14,null,null
318,16,0,1159,40,15,null,null,null,14,null,3
319,5,1,2076,18,null,7,null,4,null,null,null
319,4,0,2058,9,null,6,null,null,5,7,null
319,7,1,2043,12,5,8,4,6,null,null,null
319,6,0,2034,3,4,9,null,null,7,8,5
319,9,0,2016,6,6,10,null,null,7,8,null
319,8,1,2016,6,7,11,9,10,null,null,5
319,11,1,1995,0,8,13,9,10,null,null,null
319,10,0,1995,0,9,12,null,null,11,13,null
319,13,1,1980,0,11,14,10,12,null,null,null
319,12,0,1980,0,10,15,null,null,13,14,null
319,14,1,1965,0,13,null,12,15,null,null,null
319,15,0,1965,0,12,16,null,null,14,null,null
319,16,0,1199,40,15,null,null,null,14,null,3
320,5,1,2100,24,null,7,null,4,null,null,null
320,4,0,2073,15,null,6,null,null,5,7,null
320,7,1,2052,9,5,8,4,6,null,null,null
320,6,0,2043,9,4,9,null,null,7,8,null
320,8,1,2028,12,7,11,6,9,null,null,5
320,9,0,2019,3,6,10,null,null,8,11,5
320,11,1,2001,6,8,13,9,10,null,null,null
320,10,0,2001,6,9,12,null,null,11,13,null
320,13,1,1980,0,11,14,10,12,null,null,null
320,12,0,1980,0,10,15,null,null,13,14,null
320,14,1,1965,0,13,null,12,15,null,null,null
320,15,0,1965,0,12,16,null,null,14,null,null
320,16,0,1239,40,15,null,null,null,14,null,null
321,5,1,2130,30,null,7,null,4,null,null,null
321,4,0,2094,21,null,6,null,null,5,7,null
321,7,1,2067,15,5,8,4,6,null,null,null
321,6,0,2058,15,4,9,null,null,7,8,null
321,8,1,2037,9,7,11,6,9,null,null,5
321,9,0,2019,0,6,10,null,null,8,11,5
321,11,1,2013,12,8,13,9,10,null,null,null
321,10,0,2004,3,9,12,null,null,11,13,null
321,13,1,1986,6,11,14,10,12,null,null,null
321,12,0,1986,6,10,15,null,null,13,14,null
321,14,1,1965,0,13,null,12,15,null,null,null
321,15,0,1965,0,12,16,null,null,14,null,null
321,16,0,1276,37,15,null,null,null,14,null,null
322,5,1,2166,36,null,7,null,4,null,null,null
322,4,0,2112,18,null,6,null,null,5,7,null
322,7,1,2088,21,5,8,4,6,null,null,null
322,6,0,2070,12,4,9,null,null,7,8,null
322,8,1,2043,6,7,11,6,9,null,null,null
322,9,0,2025,6,6,10,null,null,8,11,5
322,11,1,2022,9,8,13,9,10,null,null,5
322,10,0,2004,0,9,12,null,null,11,13,null
322,13,1,1998,12,11,14,10,12,null,null,null
322,12,0,1989,3,10,15,null,null,13,14,null
322,14,1,1971,6,13,null,12,15,null,null,null
322,15,0,1971,6,12,16,null,null,14,null,null
322,16,0,1316,40,15,null,null,null,14,null,null
323,4,0,2136,24,null,6,null,null,null,7,null
323,7,1,2115,27,null,8,4,6,null,null,null
323,6,0,2079,9,4,9,null,null,7,8,null
323,8,1,2055,12,7,11,6,9,null,null,null
323,9,0,2037,12,6,10,null,null,8,11,5
323,11,1,2028,6,8,13,9,10,null,null,5
323,10,0,2010,6,9,12,null,null,11,13,null
323,13,1,2007,9,11,14,10,12,null,null,null
323,12,0,1989,0,10,15,null,null,13,14,null
323,14,1,1974,3,13,null,12,15,null,null,null
323,15,0,1974,3,12,16,null,null,14,null,null
323,16,0,1356,40,15,null,null,null,14,null,null
324,4,0,2166,30,null,6,null,null,null,7,null
324,7,1,2148,33,null,8,4,6,null,null,null
324,6,0,2094,15,4,9,null,null,7,8,null
324,8,1,2073,18,7,11,6,9,null,null,null
324,9,0,2055,18,6,10,null,null,8,11,null
324,11,1,2040,12,8,13,9,10,null,null,5
324,10,0,2022,12,9,12,null,null,11,13,5
324,13,1,2013,6,11,14,10,12,null,null,null
324,12,0,1995,6,10,15,null,null,13,14,null
324,14,1,1983,9,13,null,12,15,null,null,null
324,15,0,1974,0,12,16,null,null,14,null,null
324,16,0,1396,40,15,null,null,null,14,null,null
325,7,1,2187,39,null,8,null,6,null,null,null
325,6,0,2106,12,null,9,null,null,7,8,null
325,8,1,2097,24,7,11,6,9,null,null,null
325,9,0,2079,24,6,10,null,null,8,11,null
325,11,1,2058,18,8,13,9,10,null,null,null
325,10,0,2040,18,9,12,null,null,11,13,5
325,13,1,2025,12,11,14,10,12,null,null,5
325,12,0,2007,12,10,15,null,null,13,14,null
325,14,1,1998,15,13,null,12,15,null,null,null
325,15,0,1980,6,12,16,null,null,14,null,null
325,16,0,1433,37,15,null,null,null,14,null,null
326,8,1,2127,30,null,11,null,6,null,null,null
326,6,0,2124,18,null,9,null,null,8,11,null
326,9,0,2091,12,6,10,null,null,8,11,null
326,11,1,2082,24,8,13,9,10,null,null,null
326,10,0,2064,24,9,12,null,null,11,13,null
326,13,1,2043,18,11,14,10,12,null,null,null
326,12,0,2025,18,10,15,null,null,13,14,5
326,14,1,2010,12,13,null,12,15,null,null,5
326,15,0,1992,12,12,16,null,null,14,null,null
326,16,0,1473,40,15,null,null,null,14,null,null
327,8,1,2163,36,null,11,null,6,null,null,null
327,6,0,2148,24,null,9,null,null,8,11,null
327,11,1,2112,30,8,13,6,9,null,null,null
327,9,0,2109,18,6,10,null,null,11,13,null
327,10,0,2076,12,9,12,null,null,11,13,null
327,13,1,2067,24,11,14,10,12,null,null,null
327,12,0,2049,24,10,15,null,null,13,14,null
327,14,1,2028,18,13,null,12,15,null,null,5
327,15,0,2010,18,12,16,null,null,14,null,5
327,16,0,1513,40,15,null,null,null,14,null,null
328,6,0,2178,30,null,9,null,null,null,11,null
328,11,1,2148,36,null,13,6,9,null,null,null
328,9,0,2133,24,6,10,null,null,11,13,null
328,13,1,2097,30,11,14,9,10,null,null,null
328,10,0,2094,18,9,12,null,null,13,14,null
328,12,0,2061,12,10,15,null,null,13,14,null
328,14,1,2052,24,13,null,12,15,null,null,null
328,15,0,2034,24,12,16,null,null,14,null,5
328,16,0,1553,40,15,null,null,null,14,null,null
329,11,1,2188,40,null,13,null,9,null,null,null
329,9,0,2163,30,null,10,null,null,11,13,null
329,13,1,2133,36,11,14,9,10,null,null,null
329,10,0,2118,24,9,12,null,null,13,14,null
329,14,1,2082,30,13,null,10,12,null,null,null
329,12,0,2070,9,10,15,null,null,14,null,null
329,15,0,2046,12,12,16,null,null,14,null,null
329,16,0,1593,40,15,null,null,null,14,null,5
330,13,1,2173,40,null,14,null,10,null,null,null
330,10,0,2148,30,null,12,null,null,13,14,null
330,14,1,2118,36,13,15,10,12,null,null,null
330,12,0,2085,15,10,16,null,null,14,15,null
330,15,1,2055,9,14,null,12,16,null,null,null
330,16,0,1633,40,12,null,null,null,15,null,5
331,10,0,2184,36,null,12,null,null,null,14,null
331,14,1,2158,40,null,15,10,12,null,null,null
331,12,0,2106,21,10,16,null,null,14,15,null
331,15,1,2070,15,14,null,12,16,null,null,null
331,16,0,1673,40,12,null,null,null,15,null,5
332,12,0,2133,27,null,16,null,null,null,15,null
332,15,1,2091,21,null,null,12,16,null,null,null
332,16,0,1710,37,12,null,null,null,15,null,5
333,12,0,2157,24,null,16,null,null,null,15,null
333,15,1,2118,27,null,null,12,16,null,null,null
333,16,0,1750,40,12,null,null,null,15,null,5
334,12,0,2187,30,null,16,null,null,null,15,null
334,15,1,2151,33,null,null,12,16,null,null,null
334,16,0,1790,40,12,null,null,null,15,null,5
335,15,1,2181,30,null,null,null,16,null,null,null
335,16,0,1830,40,null,null,null,null,15,null,5
336,16,0,1870,40,null,null,null,null,null,null,5
337,16,0,1910,40,null,null,null,null,null,null,5
338,16,0,1950,40,null,null,null,null,null,null,5
339,16,0,1990,40,null,null,null,null,null,null,5
340,16,0,2030,40,null,null,null,null,null,null,5
341,16,0,2070,40,null,null,null,null,null,null,null
342,16,0,2110,40,null,null,null,null,null,null,null
343,16,0,2150,40,null,null,null,null,null,null,null
344,16,0,2190,40,null,null,null,null,null,null,null
373,17,0,30,29,null,null,null,null,null,null,1
374,17,0,65,35,null,null,null,null,null,null,1
375,17,0,105,40,null,null,null,null,null,null,1
376,17,0,143,38,null,null,null,null,null,null,1
377,17,0,143,0,null,null,null,null,null,null,1
378,17,0,143,0,null,null,null,null,null,null,1
379,17,0,143,0,null,null,null,null,null,null,1
380,17,0,143,0,null,null,null,null,null,null,1
381,17,0,143,0,null,null,null,null,null,null,1
382,17,0,143,0,null,null,null,null,null,null,1
383,17,0,143,0,null,null,null,null,null,null,1
384,17,0,143,0,null,null,null,null,null,null,1
385,17,0,143,0,null,null,null,null,null,null,1
386,17,0,143,0,null,null,null,null,null,null,1
387,17,0,143,0,null,null,null,null,null,null,1
388,17,0,143,0,null,null,null,null,null,null,1
389,17,0,143,0,null,null,null,null,null,null,1
390,17,0,143,0,null,null,null,null,null,null,1
391,17,0,143,0,null,null,null,null,null,null,1
392,17,0,143,0,null,null,null,null,null,null,1
393,17,0,143,0,null,null,null,null,null,null,1
394,17,0,143,0,null,null,null,null,null,null,1
395,17,0,143,0,null,null,null,null,null,null,1
396,17,0,143,0,null,null,null,null,null,null,1
397,17,0,143,0,null,null,null,null,null,null,1
398,17,0,143,0,null,null,null,null,null,null,1
399,17,0,143,0,null,null,null,null,null,null,1
400,17,0,143,0,null,null,null,null,null,null,1
401,17,0,143,0,null,null,null,null,null,null,1
402,17,0,143,0,null,null,null,null,null,null,1
403,17,0,143,0,null,null,null,null,null,null,1
404,17,0,143,0,null,null,null,null,null,null,1
405,17,0,143,0,null,null,null,null,null,null,1
406,17,0,143,0,null,null,null,null,null,null,1
407,17,0,143,0,null,null,null,null,null,null,1
408,17,0,143,0,null,null,null,null,null,null,1
409,17,0,143,0,null,null,null,null,null,null,1
410,17,0,143,0,null,null,null,null,null,null,1
411,17,0,143,0,null,null,null,null,null,null,1
412,17,0,143,0,null,null,null,null,null,null,1
413,17,0,143,0,null,null,null,null,null,null,1
414,17,0,143,0,null,null,null,null,null,null,1
415,17,0,143,0,null,null,null,null,null,null,1
416,17,0,149,6,null,null,null,null,null,null,2
417,17,0,152,3,null,null,null,null,null,null,2
418,17,0,161,9,null,null,null,null,null,null,2
419,17,0,176,15,null,null,null,null,null,null,2
420,17,0,197,21,null,null,null,null,null,null,2
421,17,0,224,27,null,null,null,null,null,null,2
422,17,0,257,33,null,null,null,null,null,null,2
423,17,0,296,39,null,null,null,null,null,null,2
424,17,0,336,40,null,null,null,null,null,null,2
425,17,0,376,40,null,null,null,null,null,null,2
426,17,0,416,40,null,null,null,null,null,null,2
427,17,0,453,37,null,null,null,null,null,null,2
428,17,0,493,40,null,null,null,null,null,null,2
429,17,0,533,40,null,null,null,null,null,null,2
430,17,0,570,37,null,null,null,null,null,null,2
431,17,0,604,34,null,null,null,null,null,null,2
432,17,0,644,40,null,null,null,null,null,null,2
433,17,0,684,40,null,null,null,null,null,null,3
434,17,0,724,40,null,null,null,null,null,null,3
435,17,0,764,40,null,null,null,null,null,null,3
436,17,0,804,40,null,null,null,null,null,null,3
437,17,0,844,40,null,null,null,null,null,null,3
438,17,0,884,40,null,null,null,null,null,null,3
439,17,0,924,40,null,null,null,null,null,null,3
440,17,0,964,40,null,null,null,null,null,null,3
441,17,0,1001,37,null,null,null,null,null,null,3
442,17,0,1041,40,null,null,null,null,null,null,3
443,17,0,1078,37,null,null,null,null,null,null,3
444,17,0,1118,40,null,null,null,null,null,null,3
445,17,0,1158,40,null,null,null,null,null,null,3
446,17,0,1198,40,null,null,null,null,null,null,3
447,17,0,1235,37,null,null,null,null,null,null,5
448,17,0,1275,40,null,null,null,null,null,null,5
449,17,0,1315,40,null,null,null,null,null,null,5
450,17,0,1355,40,null,null,null,null,null,null,5
451,17,0,1392,37,null,null,null,null,null,null,5
452,17,0,1426,34,null,null,null,null,null,null,5
453,17,0,1466,40,null,null,null,null,null,null,5
454,17,0,1506,40,null,null,null,null,null,null,5
455,17,0,1546,40,null,null,null,null,null,null,5
456,17,0,1583,37,null,null,null,null,null,null,5
457,17,0,1623,40,null,null,null,null,null,null,5
458,17,0,1663,40,null,null,null,null,null,null,5
459,17,0,1703,40,null,null,null,null,null,null,5
460,17,0,1740,37,null,null,null,null,null,null,5
461,17,0,1780,40,null,null,null,null,null,null,5
462,17,0,1817,37,null,null,null,null,null,null,5
463,17,0,1857,40,null,null,null,null,null,null,5
464,17,0,1897,40,null,null,null,null,null,null,5
465,17,0,1937,40,null,null,null,null,null,null,5
466,17,0,1977,40,null,null,null,null,null,null,5
467,17,0,2014,37,null,null,null,null,null,null,5
468,17,0,2040,26,null,null,null,null,null,null,5
469,17,0,2040,0,null,null,null,null,null,null,5
470,17,0,2040,0,null,null,null,null,null,null,5
471,17,0,2040,0,null,null,null,null,null,null,5
472,17,0,2040,0,null,null,null,null,null,null,5
473,17,0,2040,0,null,null,null,null,null,null,5
474,17,0,2040,0,null,null,null,null,null,null,5
475,17,0,2040,0,null,null,null,null,null,null,5
476,17,0,2040,0,null,null,null,null,null,null,5
477,17,0,2040,0,null,null,null,null,null,null,5
478,17,0,2040,0,null,null,null,null,null,null,5
479,17,0,2040,0,null,null,null,null,null,null,5
480,17,0,2040,0,null,null,null,null,null,null,5
481,17,0,2040,0,null,null,null,null,null,null,5
482,17,0,2040,0,null,null,null,null,null,null,5
483,17,0,2040,0,null,null,null,null,null,null,5
484,17,0,2040,0,null,null,null,null,null,null,5
485,17,0,2040,0,null,null,null,null,null,null,5
486,17,0,2040,0,null,null,null,null,null,null,5
487,17,0,2040,0,null,null,null,null,null,null,5
488,17,0,2040,0,null,null,null,null,null,null,5
489,17,0,2040,0,null,null,null,null,null,null,5
490,17,0,2040,0,null,null,null,null,null,null,5
491,17,0,2040,0,null,null,null,null,null,null,5
492,17,0,2040,0,null,null,null,null,null,null,5
493,17,0,2040,0,null,null,null,null,null,null,5
494,17,0,2040,0,null,null,null,null,null,null,5
495,17,0,2040,0,null,null,null,null,null,null,5
496,17,0,2040,0,null,null,null,null,null,null,5
497,17,0,2040,0,null,null,null,null,null,null,5
498,17,0,2040,0,null,null,null,null,null,null,5
499,17,0,2040,0,null,null,null,null,null,null,5
500,17,0,2040,0,null,null,null,null,null,null,5
501,17,0,2040,0,null,null,null,null,null,null,5
502,17,0,2040,0,null,null,null,null,null,null,5
503,17,0,2040,0,null,null,null,null,null,null,5
504,17,0,2040,0,null,null,null,null,null,null,5
505,17,0,2040,0,null,null,null,null,null,null,5
506,17,0,2040,0,null,null,null,null,null,null,5
507,17,0,2040,0,null,null,null,null,null,null,5
508,17,0,2040,0,null,null,null,null,null,null,5
509,17,0,2040,0,null,null,null,null,null,null,5
510,17,0,2040,0,null,null,null,null,null,null,5
511,17,0,2040,0,null,null,null,null,null,null,5
512,17,0,2040,0,null,null,null,null,null,null,5
513,17,0,2040,0,null,null,null,null,null,null,5
514,17,0,2040,0,null,null,null,null,null,null,5
515,17,0,2040,0,null,null,null,null,null,null,5
516,17,0,2040,0,null,null,null,null,null,null,5
517,17,0,2046,6,null,null,null,null,null,null,null
518,17,0,2049,3,null,null,null,null,null,null,null
519,17,0,2058,9,null,null,null,null,null,null,null
520,17,0,2073,15,null,null,null,null,null,null,null
521,17,0,2094,21,null,null,null,null,null,null,null
522,17,0,2121,27,null,null,null,null,null,null,null
523,17,0,2154,33,null,18,null,null,null,null,null
523,18,0,30,29,17,null,null,null,null,null,1
524,18,0,56,26,null,null,null,null,null,null,1
525,18,0,79,23,null,null,null,null,null,null,1
526,18,0,108,29,null,null,null,null,null,null,1
527,18,0,143,35,null,null,null,null,null,null,1
528,18,0,183,40,null,19,null,null,null,null,2
528,19,0,30,29,18,null,null,null,null,null,1
529,18,0,223,40,null,19,null,null,null,null,2
529,19,0,65,35,18,null,null,null,null,null,1
530,18,0,263,40,null,19,null,null,null,null,2
530,19,0,105,40,18,null,null,null,null,null,1
531,18,0,300,37,null,19,null,null,null,null,2
531,19,0,145,40,18,null,null,null,null,null,null
532,18,0,340,40,null,19,null,null,null,null,2
532,19,0,185,40,18,null,null,null,null,null,null
533,18,0,380,40,null,19,null,null,null,null,2
533,19,0,225,40,18,null,null,null,null,null,null
534,18,0,420,40,null,19,null,null,null,null,2
534,19,0,265,40,18,20,null,null,null,null,null
534,20,0,21,20,19,null,null,null,null,null,1
535,18,0,460,40,null,19,null,null,null,null,2
535,19,0,305,40,18,20,null,null,null,null,null
535,20,0,38,17,19,null,null,null,null,null,1
536,18,0,497,37,null,19,null,null,null,null,2
536,19,0,345,40,18,20,null,null,null,null,null
536,20,0,61,23,19,null,null,null,null,null,1
537,18,0,537,40,null,19,null,null,null,null,2
537,19,0,385,40,18,20,null,null,null,null,null
537,20,0,90,29,19,null,null,null,null,null,1
